
"CountryName","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Iraq","IRQ","Population, female","SP.POP.TOTL.FE.IN","3623131","3710328","3803879","3905085","4015388","4135686","4266753","4408176","4558068","4713726","4873132","5035515","5201208","5370628","5544595","5723626","5907361","6095134","6286800","6482183","6680939","6884240","7091645","7299455","7502696","7698500","7885009","8065181","8246836","8440742","8654737","8891139","9148014","9423577","9714433","10017634","10333576","10662092","10998781","11337981","11675700","12011530","12346914","12682258","13018619","13357780","13697544","14040247","14397667","14785372","15213700","15688080","16203292","16745834","17296181","17840093","18373070","18898837","",
"Iceland","ISL","Population, female","SP.POP.TOTL.FE.IN","86862","88554","90200","91813","93460","95095","96709","98282","99622","100548","101075","101903","103409","104994","106449","107846","108966","109823","110741","111886","113134","114500","116098","117706","119019","120010","120942","122314","124282","125860","126878","128382","130026","131382","132554","133321","134111","135285","136821","138548","140483","142368","143616","144563","145744","147947","151292","154970","157684","158089","157818","158360","159347","161052","163026","164840","167168","170046","",
"Israel","ISR","Population, female","SP.POP.TOTL.FE.IN","1042102","1077979","1132438","1176166","1224707","1268979","1301970","1359433","1388138","1425069","1473958","1522481","1563564","1630337","1681837","1722829","1763771","1805674","1845872","1895183","1941964","1981170","2018401","2054815","2081121","2117545","2150010","2184578","2221209","2260490","2334317","2483653","2576891","2652676","2728024","2806298","2883785","2958648","3028056","3106541","3189814","3265659","3331477","3391311","3450869","3511390","3573339","3636807","3701329","3789762","3857885","3927384","3997503","4069325","4144596","4224040","4304343","4384964","",
"Italy","ITA","Population, female","SP.POP.TOTL.FE.IN","25781724","25951734","26125618","26314528","26528411","26747563","26949208","27136573","27299881","27447369","27587663","27713672","27870492","28061586","28250049","28426374","28579143","28714320","28830688","28924861","28989671","29022981","29037436","29038141","29035987","29039762","29041549","29048643","29069794","29100094","29133098","29161666","29189841","29216050","29230518","29239619","29257140","29282100","29298030","29305570","29314804","29319124","29344004","29453801","29628207","29765643","29856811","30017653","30230970","30380949","30480264","30531102","30605836","30949950","31219344","31172015","31100617","31041592","",
"Jamaica","JAM","Population, female","SP.POP.TOTL.FE.IN","844500","858094","873136","888576","903018","915454","925407","933398","940624","948795","959107","972089","987250","1003568","1019553","1034137","1046872","1058181","1069003","1080681","1094123","1109719","1126957","1144805","1161772","1176811","1189548","1200375","1209933","1219193","1228894","1239189","1249865","1260834","1271881","1282852","1293735","1304566","1315353","1326107","1336801","1347442","1357982","1368165","1377690","1386369","1394091","1400949","1407101","1412812","1418287","1423553","1428582","1433437","1438191","1442884","1447539","1452151","",
"Jordan","JOR","Population, female","SP.POP.TOTL.FE.IN","444938","464508","482195","501401","526785","561383","606710","660948","719690","776708","827456","870739","907835","939844","968765","996305","1022477","1047320","1072709","1100945","1133772","1172282","1216392","1265214","1317227","1371449","1426743","1483737","1545212","1614993","1695282","1787789","1890168","1995598","2094779","2181152","2253169","2313390","2364630","2411454","2457924","2504147","2551213","2605551","2675214","2765918","2878776","3012088","3164838","3334906","3519461","3719036","3930602","4143170","4342550","4518327","4666603","4789148","",
"Japan","JPN","Population, female","SP.POP.TOTL.FE.IN","46968886","48207257","48658594","49156411","49669834","50202076","50654693","51118455","51275872","52332406","52912442","53582725","54323027","54759782","55802024","56691997","57105173","57653310","58174911","58666221","59128248","59567871","59975733","60389917","60780872","61163308","61550258","61869882","62152433","62425695","62656610","62867391","63038682","63209656","63442409","63705123","63889964","64068450","64270738","64416737","64552735","64735890","64913391","65078698","65126513","65158293","65225132","65325239","65380944","65394930","65426397","65322287","65232594","65151607","65078022","65022509","64962126","64870705","",
"Kazakhstan","KAZ","Population, female","SP.POP.TOTL.FE.IN","5037055","5252512","5460641","5657845","5840735","6007127","6154455","6283130","6397917","6505835","6612069","6718555","6824163","6927351","7025418","7116644","7200574","7278855","7354325","7430858","7511120","7594633","7680032","7767791","7858332","7950914","8047322","8144638","8231749","8364311","8411885","8463329","8457889","8404413","8288105","8151261","8038600","7924803","7802050","7739277","7723769","7714021","7713815","7736353","7785456","7849892","7928259","8014140","8107052","8318483","8432075","8549430","8667200","8790043","8918252","9047892","9176388","9301512","",
"Kenya","KEN","Population, female","SP.POP.TOTL.FE.IN","4040370","4170545","4306823","4449287","4597956","4752980","4914513","5083070","5259462","5444693","5639596","5844649","6060013","6285804","6521987","6768625","7025585","7293132","7572056","7863387","8167708","8485149","8815045","9156056","9506408","9864601","10230046","10602437","10980974","11364817","11753271","12146206","12543365","12943909","13346872","13751783","14158506","14567859","14981603","15402097","15831345","16269934","16718287","17178058","17651074","18138664","18641434","19159232","19691569","20237536","20796266","21367666","21951355","22545763","23148907","23759240","24376019","24999141","",
"Kyrgyz Republic","KGZ","Population, female","SP.POP.TOTL.FE.IN","1140195","1183360","1223111","1264216","1305994","1345941","1388118","1429956","1471924","1510581","1542510","1572144","1602848","1633029","1665699","1698102","1730047","1761992","1793362","1825847","1858659","1893092","1930234","1970100","2009177","2045606","2082658","2120184","2155156","2197763","2237570","2271576","2295049","2292965","2289711","2310631","2343544","2376924","2412884","2448183","2476441","2498567","2519816","2544649","2574527","2603616","2632847","2660134","2687890","2722306","2755564","2788474","2833345","2887600","2943790","3003502","3064742","3126442","",
"Cambodia","KHM","Population, female","SP.POP.TOTL.FE.IN","2866293","2942473","3021238","3099907","3174888","3243701","3303740","3355676","3404139","3455796","3514600","3585606","3665477","3739954","3789384","3801358","3768718","3700411","3619896","3559932","3543896","3580821","3663298","3778209","3904908","4028363","4144474","4258164","4373973","4499493","4639750","4795234","4962133","5135999","5310691","5481452","5646856","5807074","5960919","6107498","6246282","6376735","6498963","6614097","6723831","6829733","6931842","7030759","7129304","7231015","7338386","7452628","7573042","7697760","7823844","7949056","8072928","8195793","",
"Kiribati","KIR","Population, female","SP.POP.TOTL.FE.IN","20887","21398","21930","22459","22991","23506","24013","24507","24990","25438","25886","26310","26718","27110","27509","27919","28341","28786","29240","29677","30099","30484","30850","31243","31716","32318","33076","33964","34905","35808","36591","37227","37740","38197","38660","39205","39830","40523","41274","42047","42813","43562","44320","45101","45934","46835","47825","48873","49969","51060","52120","53133","54108","55065","56024","56996","57997","59004","",
"St. Kitts and Nevis","KNA","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Population, female","SP.POP.TOTL.FE.IN","12423219","12788775","13156387","13528830","13890869","14253445","14622546","14975581","15335490","15694974","16049457","16376071","16692398","16995554","17293784","17591165","17877598","18161048","18441093","18724853","19020941","19322233","19625423","19918812","20167188","20366551","20568735","20769887","20970814","21175006","21379777","21586910","21806377","22023192","22241156","22462999","22676995","22891404","23059119","23225602","23422063","23603054","23739931","23863421","23959241","24012641","24143347","24271299","24462878","24595825","24724979","24921589","25058260","25177505","25340846","25479412","25599155","25713661","",
"Kuwait","KWT","Population, female","SP.POP.TOTL.FE.IN","96466","108176","122467","139460","159263","181835","207243","235210","264927","295308","325510","355375","384915","413695","441238","467324","491491","514009","536287","560273","587278","616873","648261","681784","717861","756149","798981","844843","885075","908089","906582","875604","","","","675444","681477","715168","765296","814957","852236","873408","883499","889844","903506","932344","977642","1036193","1105851","1183027","1264499","1350547","1440454","1528741","1608467","1674811","1725231","1761275","",
"Latin America & Caribbean (excluding high income)","LAC","Population, female","SP.POP.TOTL.FE.IN","92395596","95128568","97957836","100868525","103839739","106855556","109910038","113005396","116144136","119332046","122572591","125865083","129205444","132590578","136016423","139479765","142976997","146507190","150073276","153679936","157329042","161021652","164752109","168507755","172271921","176032266","179780542","183518094","187253569","191000796","194768151","198555956","202354856","206151513","209928011","213669884","217375916","221045151","224664232","228217500","231695838","235090439","238409065","241679955","244942076","248223670","251533382","254862625","258200704","261529832","264835613","268115520","271370163","274591737","277771353","280901794","283978049","286997952","",
"Lao PDR","LAO","Population, female","SP.POP.TOTL.FE.IN","1078623","1103566","1129102","1155301","1182213","1209897","1238089","1266777","1296508","1328005","1361663","1398186","1437030","1475754","1511025","1540697","1563687","1581346","1597016","1615390","1639913","1671666","1709757","1753231","1800385","1849894","1901437","1955284","2011218","2069081","2128615","2189761","2251991","2313945","2373948","2430801","2483938","2533682","2580864","2626754","2672357","2717761","2762783","2807873","2853538","2900066","2947921","2996951","3046069","3093713","3138887","3181033","3220746","3259544","3299587","3342381","3388469","3437230","",
"Lebanon","LBN","Population, female","SP.POP.TOTL.FE.IN","897320","926729","956520","985736","1013156","1038010","1059488","1077992","1095452","1114589","1137178","1164203","1194594","1225612","1253408","1275280","1290176","1299169","1304227","1308355","1313722","1321363","1330689","1340365","1348307","1353277","1354379","1352840","1352080","1356755","1369995","1393925","1427129","1464894","1500485","1529370","1548876","1561340","1573331","1594207","1630218","1685835","1758022","1836677","1907407","1960919","1990038","2000361","2010478","2046474","2125452","2255349","2425727","2612875","2783142","2912197","2992600","3031345","",
"Liberia","LBR","Population, female","SP.POP.TOTL.FE.IN","552199","565496","579193","593311","607891","622986","638605","654795","671634","689229","707664","726975","747177","768357","790621","814027","838029","862462","888163","916264","947252","982059","1019473","1055191","1083451","1100342","1105109","1099805","1086929","1070245","1053222","1034899","1016309","1005182","1011479","1041533","1099900","1182850","1278292","1369068","1443101","1495425","1530290","1555938","1584918","1626142","1682171","1749372","1823016","1895866","1962744","2022344","2076618","2127555","2178344","2231332","2286976","2344547","",
"Libya","LBY","Population, female","SP.POP.TOTL.FE.IN","705220","729096","754527","781735","810994","842489","876274","912300","950499","990792","1033076","1077307","1123416","1171153","1220212","1270346","1321401","1373325","1426069","1479628","1533963","1588948","1644441","1700418","1756875","1813755","1870978","1928341","1985512","2042097","2097727","2152407","2206064","2258318","2308715","2356981","2402847","2446579","2489120","2531779","2575492","2620276","2665744","2711895","2758634","2805687","2853906","2902842","2949337","2989125","3019583","3038911","3049002","3055473","3066177","3086644","3118968","3161190","",
"St. Lucia","LCA","Population, female","SP.POP.TOTL.FE.IN","46694","47370","48008","48640","49305","50030","50833","51688","52551","53363","54066","54660","55148","55597","56067","56605","57236","57950","58715","59504","60285","61049","61801","62589","63449","64422","65519","66725","67974","69195","70335","71350","72280","73148","74037","74980","75999","77072","78147","79171","80088","80886","81578","82223","82881","83618","84445","85345","86265","87128","87893","88528","89063","89518","89957","90394","90842","91293","",
"Latin America & Caribbean","LCN","Population, female","SP.POP.TOTL.FE.IN","110221465","113293269","116468025","119729258","123046163","126402074","129789732","133211987","136678944","140201635","143789171","147444080","151157336","154925670","158739099","162589695","166473611","170389276","174344184","178339966","182381588","186465541","190588146","194737829","198900517","203065546","207224532","211377404","215530711","219695711","223880217","228078264","232283537","236486340","240664898","244802188","248900550","252951217","256937294","260850442","264681083","268424524","272090509","275707061","279312740","282934827","286579235","290239489","293908683","297570607","301212212","304817649","308397992","311946600","315442008","318881856","322259426","325573889","",
"Least developed countries: UN classification","LDC","Population, female","SP.POP.TOTL.FE.IN","120744948","123613821","126582755","129667878","132890925","136264002","139801567","143490603","147282758","151111708","154933062","158727770","162518860","166355791","170310005","174434594","178750091","183246243","187908983","192712251","197639580","202690318","207880952","213232312","218772096","224521239","230482521","236652408","243036512","249639540","256461517","263511737","270781511","278230155","285803246","293463026","301189410","308996894","316925212","325032929","333361144","341928736","350719817","359699655","368816643","378036579","387345969","396765797","406338475","416123553","426163994","436474545","447041560","457844914","468852095","480038819","491398333","502936661","",
"Low income","LIC","Population, female","SP.POP.TOTL.FE.IN","84481207","86351506","88271035","90258767","92341902","94539250","96857544","99288710","101818757","104426840","107097491","109827505","112620764","115477540","118399751","121389504","124451741","127588154","130794922","134066349","137402174","140801496","144277886","147863825","151601515","155522964","159637436","163941840","168439452","173129676","178009231","183088295","188362422","193794881","199336237","204952763","210631491","216388523","222255680","228279940","234497241","240910255","247513129","254322405","261355953","268622571","276140374","283897658","291837045","299879476","307971473","316092268","324267797","332549601","341012810","349714258","358662630","367847134","",
"Liechtenstein","LIE","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Population, female","SP.POP.TOTL.FE.IN","4691268","4818083","4946319","5076551","5209711","5346286","5486508","5629548","5773652","5916461","6056305","6192284","6324810","6455068","6584938","6715693","6847856","6980784","7113172","7243150","7369475","7491314","7609332","7725520","7842728","7962809","8086349","8212144","8338147","8461430","8579700","8693124","8801976","8904394","8998147","9082098","9154845","9218048","9277436","9340861","9413874","9498515","9593001","9694304","9797633","9899299","9998528","10095876","10190563","10281956","10369469","10452674","10531391","10634412","10748908","10865778","11001870","11137692","",
"Lower middle income","LMC","Population, female","SP.POP.TOTL.FE.IN","460319958","470712171","481470638","492578506","504004429","515725147","527739524","540051443","552664163","565581695","578807270","592348450","606215269","620432966","635042711","650066687","665501720","681345896","697638970","714438412","731768230","749660271","768007551","786767939","805798803","824973760","844274068","863693749","883229342","902863578","923509691","943256513","963093477","982870268","1002435035","1021893939","1041361243","1060832208","1080285605","1099683405","1119124439","1138586982","1158083415","1177622076","1197162637","1216678598","1236166322","1255670471","1275259980","1295024872","1315157418","1335507671","1355911763","1376500333","1397104475","1417776100","1438411471","1458984494","",
"Low & middle income","LMY","Population, female","SP.POP.TOTL.FE.IN","1116625663","1131281781","1152373627","1179404408","1206704611","1234906316","1264936334","1295020209","1325960579","1358090028","1391044811","1424681262","1457860713","1491015130","1523960535","1556308559","1588414753","1620286909","1652719877","1685916090","1719632364","1754375816","1790780184","1827760086","1864761508","1902438077","1941124703","1980805401","2020837153","2060727963","2101090415","2139927199","2178039160","2215740432","2253217151","2290531222","2327770906","2365037745","2402044327","2438463543","2474437608","2509847238","2544903805","2580016783","2615256201","2650763346","2686436719","2722238204","2758478917","2795321243","2832559756","2870240835","2908340178","2946902464","2985719807","3024700749","3063930544","3103253423","",
"Lesotho","LSO","Population, female","SP.POP.TOTL.FE.IN","455326","464203","473639","483467","493465","503497","513512","523569","533810","544422","555561","567226","579393","592131","605497","619512","634146","649313","664967","681043","697436","714257","731386","748157","763722","777542","789255","799168","808274","817959","829215","842335","856936","872516","888262","903529","918284","932613","946155","958504","969395","978681","986542","993471","1000204","1007298","1014885","1022950","1031716","1041401","1052149","1064073","1077146","1091073","1105439","1119924","1134442","1149019","",
"Late-demographic dividend","LTE","Population, female","SP.POP.TOTL.FE.IN","546646971","548066325","555415960","568262336","580919862","593954522","608314254","622292207","636662774","651737332","667113865","682729189","697515045","711806873","725386589","737854254","749558631","760483860","771376378","782384728","793237640","804397359","816615921","828837268","840626058","852746230","865541891","879002091","892508669","905642192","918112942","929773579","939606992","949786168","959766384","970206853","979765432","989247701","998397998","1006913793","1014626255","1021918873","1028736602","1035329026","1041800639","1048259307","1054573643","1060674199","1066838144","1073190532","1079313078","1085559118","1092005764","1098580946","1105213708","1111780992","1118478988","1125168678","",
"Lithuania","LTU","Population, female","SP.POP.TOTL.FE.IN","1497644","1519090","1537566","1553727","1570323","1587101","1604277","1621508","1637910","1651311","1666952","1686476","1703643","1718965","1733715","1747691","1761383","1774831","1787344","1796616","1804307","1814297","1826663","1840970","1855675","1870928","1888099","1906769","1926163","1940927","1948034","1951948","1951013","1943427","1931893","1919099","1906649","1894827","1883418","1872416","1861632","1848655","1836116","1823526","1805576","1779046","1753791","1736215","1721514","1705103","1671542","1635130","1613481","1596810","1582528","1567186","1547039","1524935","",
"Luxembourg","LUX","Population, female","SP.POP.TOTL.FE.IN","158903","160628","162743","164495","166389","168374","169738","170473","171093","172069","172979","174604","176629","178460","180715","182700","183709","184211","184787","185482","186393","187197","187593","187846","188156","188526","189240","190226","191294","192852","195016","197450","199943","202537","205217","208002","210723","213238","215754","218564","221417","223993","226302","229009","232195","235616","239202","242672","246737","250964","255121","260301","266009","271601","277525","283726","289646","298185","",
"Latvia","LVA","Population, female","SP.POP.TOTL.FE.IN","1184927","1199232","1211237","1222996","1234868","1244501","1250032","1256204","1265095","1272794","1278970","1286253","1295099","1304798","1315468","1325071","1332688","1340079","1346918","1351207","1354227","1358334","1364555","1372327","1380188","1387811","1396841","1408247","1419717","1424918","1422321","1416775","1400035","1376159","1356697","1340108","1326718","1314370","1302266","1291779","1279609","1263593","1249474","1237988","1225060","1212346","1201684","1192294","1180132","1160972","1137039","1116302","1102136","1089880","1079155","1069908","1059842","1049424","",
"Macao SAR, China","MAC","Population, female","SP.POP.TOTL.FE.IN","85336","86415","88984","92672","96901","101205","105544","109925","113998","117304","119568","120654","120692","119937","118788","117598","116378","115200","114461","114649","116099","118967","123159","128412","134344","140628","147226","154126","161083","167792","174040","179716","184853","189581","194159","198751","203353","207952","212663","217637","222972","228740","234925","241276","247481","253313","258671","263640","268490","273617","279283","285596","292419","299466","306325","312689","318466","323744","",
"St. Martin (French part)","MAF","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Population, female","SP.POP.TOTL.FE.IN","6185595","6387332","6594696","6803525","7008325","7205215","7392936","7572768","7746609","7917548","8088208","8258876","8429890","8604041","8784716","8974405","9173859","9382710","9600806","9827550","10062073","10304800","10554839","10808359","11060353","11307183","11546698","11779511","12008015","12236047","12466123","12699164","12933392","13165485","13390821","13606181","13810735","14005885","14193361","14375851","14555639","14733332","14909301","15085371","15263618","15445754","15632268","15823477","16020577","16224825","16436824","16657128","16884834","17117316","17350958","17582911","17812109","18038537","",
"Monaco","MCO","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Population, female","SP.POP.TOTL.FE.IN","1353785","1385949","1417091","1447261","1475445","1502728","1528621","1553065","1575887","1598434","1620524","1643169","1664831","1686126","1706136","1723379","1738932","1751733","1763965","1776258","1790254","1805999","1822965","1840571","1858199","1874738","1890167","1905047","1917855","1927614","1934385","1937648","1937925","1934632","1928742","1919737","1915124","1907223","1905629","1901938","1897570","1893096","1888695","1883397","1878524","1873351","1867061","1861275","1856120","1852342","1849494","1847936","1847652","1847498","1846997","1846618","1846494","1846543","",
"Madagascar","MDG","Population, female","SP.POP.TOTL.FE.IN","2506566","2570105","2636015","2704357","2775195","2848616","2924679","3003501","3085329","3170448","3259080","3351347","3447282","3546886","3650091","3756868","3867261","3981322","4099082","4220573","4345801","4475010","4608245","4745204","4885440","5028749","5175124","5325047","5479567","5640030","5807510","5982248","6164279","6354173","6552514","6759633","6975841","7200855","7433563","7672439","7916321","8164824","8418063","8675990","8938681","9206230","9478640","9755837","10037730","10324224","10615345","10911018","11211556","11517879","11831163","12152293","12481569","12818842","",
"Maldives","MDV","Population, female","SP.POP.TOTL.FE.IN","40933","42218","43554","44938","46375","47861","49394","50984","52608","54256","55922","57608","59326","61081","62886","64748","66669","68661","70768","73054","75548","78268","81198","84310","87569","90940","94414","97977","101585","105200","108778","112314","115782","119155","122381","125429","128287","130968","133516","135989","138430","140865","143294","145742","148227","150778","153400","156088","158881","161801","164874","168107","171475","174921","178367","181740","185036","188230","",
"Middle East & North Africa","MEA","Population, female","SP.POP.TOTL.FE.IN","52086701","53505835","54989707","56511912","58091900","59722274","61401238","63164377","64948175","66775251","68642047","70536360","72460565","74463243","76524006","78666899","80897640","83221668","85671158","88298219","91116988","94130396","97324548","100652226","104040242","107462526","110891654","114326180","117726250","121044765","125258224","128476186","130685151","133678822","136646810","140302898","143318347","146380979","149426940","152443297","155394476","158252288","161045613","163851992","166777811","169894822","173225789","176745654","180421634","184210161","188017223","191861906","195744000","199627258","203469818","207242020","210914242","214494050","",
"Mexico","MEX","Population, female","SP.POP.TOTL.FE.IN","19156559","19766220","20393694","21038608","21700487","22379424","23072797","23781446","24512916","25277411","26080967","26926610","27808334","28711961","29617991","30511794","31388332","32249766","33097665","33936252","34768819","35595551","36415343","37229095","38037950","38843457","39643463","40439557","41241293","42061252","42907164","43783246","44683267","45591586","46486389","47351425","48185257","48991681","49766759","50507138","51213051","51878234","52509648","53136973","53800047","54526575","55328392","56195237","57105221","58025277","58930624","59814705","60682808","61535994","62378597","63213533","64038916","64851331","",
"Marshall Islands","MHL","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Population, female","SP.POP.TOTL.FE.IN","1032144456","1044930275","1064102592","1089145641","1114362709","1140367066","1168078790","1195731499","1224141822","1253663188","1283947320","1314853757","1345239949","1375537590","1405560784","1434919055","1463963012","1492698755","1521924955","1551849741","1582230190","1613574320","1646502298","1679896261","1713159993","1746915113","1781487267","1816863561","1852397701","1887598287","1923081184","1956838904","1989676738","2021945551","2053880914","2085578459","2117139415","2148649222","2179788647","2210183603","2239940367","2268936983","2297390676","2325694378","2353900248","2382140775","2410296345","2438340546","2466641872","2495441767","2524588283","2554148567","2584072381","2614352863","2644706997","2674986491","2705267914","2735406289","",
"Macedonia, FYR","MKD","Population, female","SP.POP.TOTL.FE.IN","735284","744559","754101","764079","774684","786006","798262","811324","824501","836861","847760","856796","864285","871159","878758","888001","899231","911984","925362","938052","949105","958234","965679","971690","976697","981023","984808","987970","990369","991790","992131","991256","989438","987569","986809","987963","991411","996807","1003357","1009871","1015479","1019947","1023493","1026256","1028527","1030508","1032210","1033542","1034593","1035471","1036246","1036955","1037618","1038281","1038992","1039799","1040717","1041731","",
"Mali","MLI","Population, female","SP.POP.TOTL.FE.IN","2602871","2634839","2667240","2700297","2734263","2769419","2805777","2843503","2883222","2925671","2971369","3020679","3073439","3128966","3186296","3244736","3303805","3363753","3425466","3490253","3558894","3632381","3710118","3789419","3866569","3939267","4006164","4069045","4132514","4203024","4285179","4381029","4489252","4606862","4729298","4853376","4978290","5105673","5237691","5377522","5527487","5687913","5858139","6038300","6228324","6427936","6637701","6857144","7083581","7313412","7544179","7774713","8006038","8240526","8481734","8732264","8992886","9262916","",
"Malta","MLT","Population, female","SP.POP.TOTL.FE.IN","168487","167815","167172","166564","165965","164726","162835","160896","158920","156966","156024","155963","155745","155531","155351","156427","157170","157743","159336","160855","162365","163292","166484","168466","168147","170837","173494","174539","175867","177497","179152","183952","185773","187540","189180","190347","191399","192613","193625","194574","195708","197141","198632","200013","201439","202803","203612","204389","205745","207256","208143","208785","210327","212915","216851","221806","226761","231609","",
"Myanmar","MMR","Population, female","SP.POP.TOTL.FE.IN","10732212","10971023","11213692","11462825","11722030","11993815","12279113","12576959","12885571","13202253","13524966","13853088","14186990","14526799","14872945","15225650","15583863","15946874","16315570","16691286","17074396","17464723","17860037","18255984","18646946","19028391","19400010","19761581","20109001","20437475","20744423","21026332","21286017","21535046","21789344","22059954","22351188","22658520","22973216","23282195","23575668","23852625","24115469","24362088","24590638","24800752","24990395","25162018","25325526","25494251","25677919","25880018","26098322","26329696","26568570","26810520","27055155","27303084","",
"Middle East & North Africa (excluding high income)","MNA","Population, female","SP.POP.TOTL.FE.IN","48324479","49618455","50950361","52323807","53743842","55213437","56737783","58314990","59932876","61574564","63229830","64897479","66587812","68316963","70106990","71976655","73925179","75955524","78094203","80373872","82814548","85422388","88180902","91057872","94007965","96992949","100005113","103037236","106052114","109006182","112846058","115641160","118332540","120952093","123548507","126157014","128795105","131453087","134080933","136667571","139192005","141643729","144046346","146454141","148940867","151559043","154326454","157226837","160241656","163326126","166448547","169608126","172805186","176016844","179216394","182385214","185506432","188584075","",
"Montenegro","MNE","Population, female","SP.POP.TOTL.FE.IN","246603","251482","256757","261776","265665","267848","268000","266474","264191","262459","262208","263785","266883","270946","275125","278802","281766","284232","286450","288825","291623","294957","298643","302242","305168","307022","307602","307108","306002","304958","304455","304677","305461","306534","307463","307947","307898","307457","306827","306323","306148","307768","309401","311003","311826","312424","312787","313068","313394","313826","314208","314411","314606","314873","315153","315298","315326","315363","",
"Mongolia","MNG","Population, female","SP.POP.TOTL.FE.IN","485662","499187","513904","529555","545749","562194","578779","595571","612715","630469","648969","668273","688275","708791","729548","750363","771175","792057","813115","834530","856418","878570","900906","923872","948060","973731","1001258","1030106","1058564","1084362","1105890","1122550","1134957","1144203","1151975","1159575","1167310","1175082","1183222","1192050","1201825","1212825","1225214","1238908","1253722","1269516","1286191","1303860","1322895","1343772","1366755","1391988","1419134","1447368","1475577","1502931","1529110","1554201","",
"Northern Mariana Islands","MNP","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Population, female","SP.POP.TOTL.FE.IN","3778323","3856176","3936620","4019643","4105207","4193362","4284273","4378185","4475409","4576328","4681333","4789666","4901444","5018930","5145121","5281658","5429028","5585011","5745005","5902843","6053591","6199166","6340044","6468659","6575362","6655357","6701867","6722292","6743220","6800817","6920003","7112524","7368284","7663460","7962873","8241125","8490655","8719777","8938130","9161516","9401481","9660004","9932985","10218785","10514229","10817065","11127354","11446408","11774542","12112282","12460011","12817824","13185661","13563638","13951848","14350342","14759218","15178500","",
"Mauritania","MRT","Population, female","SP.POP.TOTL.FE.IN","433102","445377","458133","471352","485035","499190","513811","528898","544452","560496","577025","594052","611584","629599","648110","667099","686552","706491","726967","748056","769806","792254","815381","839105","863287","887861","912839","938300","964262","990786","1017947","1045709","1074143","1103624","1134590","1167344","1202083","1238668","1276723","1315716","1355233","1395222","1435805","1477096","1519266","1562469","1606638","1651799","1698322","1746655","1797102","1849830","1904645","1961066","2018404","2076146","2134120","2192420","",
"Mauritius","MUS","Population, female","SP.POP.TOTL.FE.IN","330583","341141","350776","359841","368386","376464","384092","391337","398393","405468","412740","420283","427991","435849","443833","451882","459830","467641","473774","481868","489702","496523","502004","505927","510515","514000","517306","520609","523707","527323","530783","536329","543325","549824","557752","562908","569207","577044","583866","591986","598324","603367","607704","612121","615928","619540","622406","625218","627462","629116","630609","631622","633396","634860","636160","637251","638056","639094","",
"Malawi","MWI","Population, female","SP.POP.TOTL.FE.IN","1866754","1907901","1950660","1995130","2041445","2089737","2140098","2192653","2247553","2304979","2365095","2428005","2493806","2562732","2635031","2710883","2791823","2878174","2967677","3057108","3144984","3226375","3303695","3391296","3508729","3667918","3878472","4130840","4394514","4627205","4799890","4899763","4939525","4946925","4962743","5016447","5117347","5256282","5422076","5596344","5765813","5928095","6088628","6251067","6421362","6603729","6798963","7005096","7220362","7442078","7668291","7898445","8133132","8372941","8618832","8871474","9130977","9396951","",
"Malaysia","MYS","Population, female","SP.POP.TOTL.FE.IN","4004495","4133800","4269662","4409190","4548382","4684386","4816317","4945118","5072036","5199125","5328009","5458849","5591564","5727374","5867695","6013552","6166032","6325079","6489034","6655482","6822932","6990340","7158964","7332503","7515986","7712828","7924607","8149654","8384171","8622669","8861157","9097595","9332980","9569889","9812366","10062853","10322454","10588820","10856961","11120004","11373102","11614624","11846187","12070231","12290645","12510515","12729790","12948160","13168178","13392954","13624427","13864137","14110891","14360498","14607024","14846230","15076399","15298791","",
