
"CountryName","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Djibouti","DJI","Population, female","SP.POP.TOTL.FE.IN","42062","44505","47365","50590","54080","57778","61735","65995","70531","75256","80170","85094","90113","95852","103135","112484","124363","138385","153162","166755","177872","185683","190800","195100","201273","211109","225492","243480","262793","280195","293436","301620","305678","307346","309239","313217","319854","328489","338326","348078","356821","364384","371136","377317","383384","389625","396098","402695","409465","416421","423587","430997","438642","446422","454190","461853","469352","476736","",
"Dominica","DMA","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Population, female","SP.POP.TOTL.FE.IN","2307409","2324007","2342694","2361695","2380857","2399304","2418014","2436154","2449952","2462751","2481117","2498855","2514189","2530848","2544259","2553213","2561213","2570770","2580308","2588161","2592761","2593418","2592801","2592130","2591623","2593189","2596811","2599910","2600721","2601671","2605214","2611254","2619128","2627058","2635094","2647983","2662105","2672273","2681113","2689192","2697501","2706617","2714812","2721780","2728329","2735229","2743469","2754774","2770007","2783761","2794956","2805171","2814357","2824765","2837979","2857267","2879175","2899942","",
"Dominican Republic","DOM","Population, female","SP.POP.TOTL.FE.IN","1626212","1682119","1739427","1797936","1857430","1917730","1978712","2040313","2102503","2165288","2228657","2292570","2356959","2421722","2486748","2551956","2617294","2682771","2748490","2814567","2881098","2948121","3015599","3083505","3151794","3220431","3289339","3358525","3428121","3498327","3569238","3640960","3713340","3785857","3857825","3928778","3998465","4067072","4135026","4202967","4271358","4340307","4409640","4479173","4548611","4617728","4686450","4754806","4822746","4890245","4957260","5023735","5089611","5154751","5219011","5282294","5344515","5405661","",
"Algeria","DZA","Population, female","SP.POP.TOTL.FE.IN","5527051","5668594","5813441","5963245","6120323","6286263","6462013","6646945","6839171","7035932","7235409","7437122","7642210","7852429","8070274","8297705","8534649","8780905","9038133","9308315","9592486","9891012","10202396","10523393","10849601","11177396","11504929","11831509","12155986","12477542","12795123","13108598","13416455","13714761","13998605","14264840","14512653","14744096","14962632","15173284","15380507","15585633","15790197","15999201","16218559","16452871","16703283","16970004","17255141","17560693","17887239","18235997","18604407","18984388","19365041","19738058","20100149","20451754","",
"East Asia & Pacific (excluding high income)","EAP","Population, female","SP.POP.TOTL.FE.IN","437601991","437672229","443696616","455187937","466512597","478343571","491931630","505098861","518737710","533186884","548047889","563187811","577453430","591234646","604266138","616109904","627043214","637194763","647333829","657634170","667790996","678325785","690027631","701796511","713025302","724567593","736814353","749753900","762825383","775581054","788066143","800049412","811296870","822148362","832928485","843497113","853881760","864149168","874038479","883330361","892088472","900403464","908308096","915853183","923149527","930347324","937285335","943935472","950522649","957091295","963698382","970437052","977365311","984427111","991593585","998742198","1006068216","1013481006","",
"Early-demographic dividend","EAR","Population, female","SP.POP.TOTL.FE.IN","480026684","491376966","503136209","515274306","527805821","540720538","554012795","567718315","581780213","596230592","611070349","626299124","641916023","657940444","674311709","691028935","708069556","725458571","743312245","761801332","781015361","800981981","821630778","842818064","864331068","886027775","907846376","929787252","951780891","973759774","996707533","1018624026","1040377634","1062048786","1083737955","1105537305","1127505213","1149577875","1171595631","1193424406","1215065241","1236415633","1257526940","1278491214","1299452575","1320511886","1341695732","1362997238","1384412865","1405926959","1427625620","1449357717","1470948971","1492542722","1514087421","1535526720","1556818081","1577945468","",
"East Asia & Pacific","EAS","Population, female","SP.POP.TOTL.FE.IN","510976865","513052950","520349063","533118117","545713778","558830615","573621585","587954769","602466223","618698288","634881096","651499584","667209047","682112160","696934340","710288694","722196924","733448076","744647389","756070241","767304101","778981937","791806115","804628478","816817577","829253642","842399105","856188176","870094240","883697867","896984924","909791709","921788279","933357162","944926537","956385835","967656596","978670784","989278341","999175575","1008583001","1017602491","1026111027","1034159574","1041882182","1049470212","1056962387","1064139242","1071433690","1078558511","1085667178","1092815799","1100199444","1107665547","1115267079","1122859165","1130596881","1138367925","",
"Europe & Central Asia (excluding high income)","ECA","Population, female","SP.POP.TOTL.FE.IN","147038708","149089994","151153308","153232142","155310904","157364013","159061234","160799445","162501832","164178871","165871687","167575401","169284336","170987290","172694901","174403870","176184288","177924461","179639092","181343808","183104277","184908128","186626265","188333470","190159352","191972394","193745863","195494871","197181039","198804530","199993858","200917910","201694410","202311018","202632077","202868424","203077108","203298592","203549457","203710790","203868759","203824653","203734327","203883481","204136249","204413822","204755161","205168050","205754575","206676102","207703082","208789641","209859604","211028945","212184722","213407815","214602149","215722978","",
"Europe & Central Asia","ECS","Population, female","SP.POP.TOTL.FE.IN","350324301","353990766","357765436","361570058","365346484","369026028","372213812","375325615","378329969","381287906","383980195","386696691","389707589","392645957","395475403","398202546","400869756","403412240","405933172","408473558","411120962","413713070","416045572","418267867","420579398","422914600","425283900","427647996","430026168","432454564","434532962","436125815","437840486","439393566","440368615","441175387","441804514","442518266","443134973","443804252","444282350","444925346","445699936","446822812","448110317","449432015","450780757","452362838","454136480","455964091","457660280","458647137","460385132","462421425","464468201","466542295","468561848","470363710","",
"Ecuador","ECU","Population, female","SP.POP.TOTL.FE.IN","2273054","2337602","2404461","2473704","2545375","2619474","2696020","2774957","2856122","2939330","3024416","3111321","3200030","3290432","3382426","3475926","3570908","3667376","3765363","3864926","3966122","4068908","4173292","4279522","4387929","4498715","4611887","4727241","4844571","4963563","5083923","5205477","5328031","5451151","5574333","5697147","5819592","5941562","6062350","6181124","6297391","6410713","6521538","6631444","6742605","6856562","6973888","7094093","7216381","7339466","7462398","7584942","7707304","7829452","7951447","8073303","8194893","8316037","",
"Egypt, Arab Rep.","EGY","Population, female","SP.POP.TOTL.FE.IN","13321995","13687148","14058733","14437433","14824592","15220849","15627278","16042685","16462846","16882078","17296817","17706099","18112743","18521793","18940334","19374157","19824565","20292132","20781061","21296014","21840225","22413336","23014023","23642670","24299365","24982413","25693806","26428637","27169976","27895590","28589773","29245777","29868288","30467509","31059320","31655878","32259731","32868696","33484617","34108643","34741729","35388109","36049457","36721185","37396372","38071513","38741584","39412176","40102879","40840217","41641634","42514861","43449814","44423985","45405158","46369232","47308816","48228159","",
"Euro area","EMU","Population, female","SP.POP.TOTL.FE.IN","138054744","139201016","140366948","141550060","142709791","143864388","144937829","145853142","146719823","147613481","148337155","149090798","150052900","150974424","151802272","152547313","153183025","153743985","154314556","154900876","155528643","156093664","156495499","156786992","157022811","157287272","157638982","158027711","158508865","159148160","159851418","160418131","161140264","161781499","162230742","162619349","163002836","163346563","163637860","164000268","164471776","165029211","165754086","166572492","167416699","168222629","168963007","169807957","170616722","171155967","171547697","171172987","171555298","172138261","172706218","173215581","173711378","174068365","",
"Eritrea","ERI","Population, female","SP.POP.TOTL.FE.IN","703042","720476","738842","758013","777826","798167","818984","840341","862332","885098","908760","933363","958888","985316","1012581","1040664","1069471","1099042","1129608","1161492","1194887","1229377","1264637","1300952","1338711","1377904","1419553","1462790","1503412","1535826","1556459","1563498","1559345","1549843","1543297","1545797","1558919","1581309","1612576","1651409","1696516","1748560","1807213","1868923","1928976","1983984","2032569","2075632","2114964","2153457","2193336","2234867","","","","","","","",
"Spain","ESP","Population, female","SP.POP.TOTL.FE.IN","15663109","15799240","15936500","16069211","16222766","16393407","16556179","16755622","16970392","17131704","17314825","17514883","17698135","17882794","18067353","18252595","18436233","18617556","18789423","18948915","19096341","19228774","19342301","19436196","19518371","19592429","19656156","19713873","19763241","19801634","19828264","19884013","19985499","20091531","20187473","20274489","20354500","20433012","20508102","20578772","20655427","20781269","21057122","21420496","21772138","22122529","22478916","22878702","23231169","23432569","23548789","23656308","23708701","23674454","23643347","23653475","23687952","23735520","",
"Estonia","EST","Population, female","SP.POP.TOTL.FE.IN","676686","682199","689170","696379","704108","711471","717003","720600","725376","731304","737883","745831","753288","759768","765674","771025","775847","780882","785561","789265","793395","798412","803630","808601","813213","817822","822856","828036","832070","834744","835376","832152","818820","800024","784768","771730","760221","750517","741824","742625","745418","740578","736353","732515","728901","725196","721050","717619","715336","713510","711411","708776","705732","702676","700288","700182","699828","699118","",
"Ethiopia","ETH","Population, female","SP.POP.TOTL.FE.IN","11140491","11400744","11676271","11965293","12265112","12573890","12888217","13208572","13541376","13895670","14276227","14691214","15134687","15580784","15994207","16352350","16643404","16882521","17107240","17370396","17710325","18141274","18653300","19231113","19849170","20489032","21145276","21825106","22537164","23294620","24105411","24973215","25890019","26837960","27792688","28736822","29663071","30576480","31487250","32411412","33360672","34338067","35339729","36362427","37400676","38450796","39511656","40585784","41677385","42792316","43934516","45105286","46302533","47522714","48760607","50012148","51275722","52551412","",
"European Union","EUU","Population, female","SP.POP.TOTL.FE.IN","212123580","213775960","215491255","217229787","218953729","220611614","222168670","223669358","225073493","226434590","227540814","228647333","230021743","231324088","232535482","233692764","234732348","235657865","236556199","237452075","238413478","239279462","239935455","240482575","240998439","241557076","242186658","242828576","243550122","244326200","245122646","245606749","246354534","247209476","247805757","248313051","248665881","249093067","249396713","249843210","250104419","250526009","251067134","251897842","252810683","253728266","254609719","255544390","256462866","257194280","257720947","257483510","258021619","258764687","259529593","260247383","260931008","261463667","",
"Fragile and conflict affected situations","FCS","Population, female","SP.POP.TOTL.FE.IN","59969742","61359469","62798515","64295658","65862465","67507089","69235668","71046569","72930702","74874456","76869207","78904879","80986950","83140279","85399378","87785160","90311607","92960415","95681177","98404172","101080323","103699881","106282198","108844515","111415356","114022106","116655138","119324189","122098747","125068804","129270744","132833664","136662852","140665456","144708530","148697987","152600860","156452092","160281803","164201585","168275113","172515467","176902693","181428126","186073394","190823806","195684236","200658143","205732985","210879255","216081462","221335898","226650886","232045473","237547481","243179191","248940455","254831774","",
"Finland","FIN","Population, female","SP.POP.TOTL.FE.IN","2296097","2310862","2325279","2340611","2352743","2359957","2368460","2381245","2392030","2390686","2381540","2384233","2397982","2411083","2423255","2433726","2440965","2447847","2454974","2461246","2468727","2478863","2492178","2506306","2518881","2528522","2535842","2542099","2548478","2556525","2566545","2579056","2591895","2602693","2612219","2620628","2627816","2634354","2640157","2645100","2649364","2654111","2659223","2664210","2670588","2678373","2687301","2697372","2708568","2720153","2731215","2742499","2754167","2765440","2775369","2782890","2789146","2795417","",
"Fiji","FJI","Population, female","SP.POP.TOTL.FE.IN","190774","197586","205017","212728","220252","227260","233609","239423","244881","250272","255805","261547","267444","273393","279288","285024","290485","295740","301089","306971","313647","321342","329835","338308","345661","351140","354382","355752","356114","356745","358545","361791","366164","371282","376515","381379","385876","390113","393888","396958","399204","400461","400855","400926","401390","402772","405266","408713","412794","417023","421030","424734","428230","431612","435004","438518","442151","445833","",
"France","FRA","Population, female","SP.POP.TOTL.FE.IN","24044207","24342120","24660844","24983127","25285859","25553008","25775775","25959789","26121073","26283451","26463499","26668147","26890297","27115840","27324043","27500783","27641181","27752619","27848101","27946449","28061418","28196736","28348647","28514285","28688143","28865809","29047299","29233239","29420232","29604072","29781613","29817138","29979189","30122716","30246057","30362613","30472941","30579749","30688776","30842105","31049275","31271668","31495642","31715684","31946456","32184928","32407420","32606410","32786998","32953215","33112228","33267161","33421720","33586302","33739128","33870948","33996712","34118210","",
"Faroe Islands","FRO","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Population, female","SP.POP.TOTL.FE.IN","21596","22281","22974","23697","24473","25321","26272","27299","28313","29163","29756","30059","30114","30077","30162","30504","31165","32087","33215","34438","35669","36910","38170","39418","40643","41822","42924","43942","44932","45958","47058","48257","49518","50744","51796","52574","53055","53254","53261","53165","53050","52932","52811","52671","52481","52228","51917","51576","51234","50930","50717","50605","50586","50648","50770","50949","51171","51448","",
"Gabon","GAB","Population, female","SP.POP.TOTL.FE.IN","255546","258237","261319","264926","269203","274241","280131","286779","293843","300840","307452","313530","319213","324750","330513","336797","343666","351048","358934","367241","375945","385022","394519","404457","414837","425684","436976","448709","460813","473205","485829","498681","511768","525005","538322","551684","565071","578553","592205","606132","620448","635201","650458","666323","682933","700401","718642","737674","757855","779641","803281","828981","856432","884629","912250","938315","962446","984910","",
"United Kingdom","GBR","Population, female","SP.POP.TOTL.FE.IN","27095934","27278980","27486617","27669221","27829431","27993728","28139753","28288475","28426082","28543063","28651921","28761961","28846171","28886880","28891398","28879054","28865711","28853205","28854452","28881910","28919124","28932972","28927503","28942720","28993541","29063410","29133345","29196474","29261521","29337653","29425515","29516904","29596848","29667067","29740210","29814198","29883158","29950934","30026184","30110675","30198618","30290831","30391190","30502795","30647020","30830649","31033778","31254862","31482288","31702292","31932131","32162192","32365605","32561922","32787524","33029518","33247558","33446069","",
"Georgia","GEO","Population, female","SP.POP.TOTL.FE.IN","1947169","1976208","2004499","2032235","2059034","2084213","2105996","2124557","2141906","2160472","2180475","2202943","2225523","2245822","2266253","2283950","2301462","2318199","2332545","2350013","2369381","2387562","2405799","2424380","2442134","2460427","2478987","2496045","2517613","2521586","2519102","2536042","2555807","2576240","2551269","2485268","2424156","2380453","2357870","2340503","2323800","2308733","2295260","2267649","2239377","2210626","2181254","2150918","2120993","2090928","2061073","2032045","2003771","1976329","1949259","1943041","1943614","1942365","",
"Ghana","GHA","Population, female","SP.POP.TOTL.FE.IN","3272099","3376249","3482802","3588931","3691077","3786984","3874545","3955198","4034577","4120589","4218575","4332213","4459136","4591426","4717711","4830598","4926069","5008788","5090511","5187753","5312010","5468009","5651123","5852043","6056937","6255798","6445389","6628943","6810762","6997748","7194713","7403483","7621748","7845338","8068227","8286506","8498434","8706642","8916911","9137345","9373777","9627492","9896583","10179717","10474404","10778298","11091802","11414105","11740054","12062997","12378257","12683468","12979926","13271204","13562832","13858892","14160325","14465924","",
"Gibraltar","GIB","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Population, female","SP.POP.TOTL.FE.IN","1807536","1836974","1866693","1897241","1929366","1963431","1999898","2038091","2075770","2109950","2138553","2161267","2179028","2192731","2203767","2213559","2222256","2230719","2241995","2259947","2287430","2326558","2377242","2437522","2504164","2575233","2647908","2723815","2810522","2918414","3053661","3220358","3412683","3614770","3804743","3967030","4095931","4196309","4276141","4348227","4422247","4499934","4579235","4661797","4748786","4841089","4940389","5047276","5160143","5276379","5394250","5513181","5634264","5759456","5891446","6032162","6182233","6340844","",
"Gambia, The","GMB","Population, female","SP.POP.TOTL.FE.IN","186939","190986","193924","196111","198099","200332","202872","205679","209026","213197","218407","224819","232385","240775","249528","258311","267053","275883","284951","294490","304670","315447","326795","338987","352369","367146","383487","401195","419611","437834","455234","471577","487089","502118","517212","532790","548940","565598","582903","600972","619905","639803","660658","682421","704924","728084","751880","776342","801506","827422","854117","881602","909844","938796","968409","998628","1029438","1060830","",
"Guinea-Bissau","GNB","Population, female","SP.POP.TOTL.FE.IN","312197","315800","319172","322575","326356","330753","335820","341459","347597","354112","360873","367989","375434","382722","389210","394522","398374","401074","403495","406867","412065","419418","428623","439210","450385","461581","472629","483690","494871","506383","518369","530902","543833","556818","569403","581273","592289","602653","612803","623405","634946","647591","661255","675792","690946","706552","722555","739065","756221","774218","793195","813185","834092","855739","877836","900194","922735","945483","",
"Equatorial Guinea","GNQ","Population, female","SP.POP.TOTL.FE.IN","130244","132027","133787","135691","137987","140802","144345","148407","152142","154399","154407","151920","147374","141632","135882","131082","127329","124585","123492","124805","128970","136382","146706","158695","170588","181123","189858","197126","203335","209218","215314","221687","228182","234937","242070","249678","257867","266677","276054","285931","296261","307027","318285","330152","342738","356138","370372","385405","401174","417606","434624","452205","470328","488902","507814","526980","546352","565934","",
"Greece","GRC","Population, female","SP.POP.TOTL.FE.IN","4247634","4279986","4305508","4322219","4338424","4358390","4389172","4422676","4448585","4461858","4469329","4486463","4513688","4532228","4546630","4586657","4655014","4712121","4769624","4825677","4869983","4910983","4938892","4965730","4989110","5007688","5024144","5041445","5060423","5087087","5140531","5200968","5238448","5266540","5290255","5312784","5334501","5359600","5388808","5409906","5433618","5464694","5488622","5506449","5525298","5546900","5569090","5588865","5608998","5628369","5639279","5633479","5604589","5564878","5528491","5492875","5470990","5464126","",
"Grenada","GRD","Population, female","SP.POP.TOTL.FE.IN","48173","48822","49331","49715","49989","50171","50247","50222","50113","49956","49753","49555","49346","49102","48766","48305","47684","46932","46246","45878","46008","46729","47949","49371","50551","51211","51220","50702","49895","49166","48771","48794","49133","49683","50233","50669","50950","51128","51234","51302","51375","51459","51539","51616","51691","51772","51876","51983","52104","52238","52381","52532","52691","52858","53042","53241","53450","53677","",
"Greenland","GRL","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Population, female","SP.POP.TOTL.FE.IN","2078828","2140557","2203694","2268441","2335099","2403836","2474726","2547679","2622501","2698924","2776736","2855954","2936601","3018511","3101464","3185361","3270070","3355734","3442854","3532108","3623984","3718744","3816264","3916126","4017700","4120571","4224560","4329929","4437241","4547292","4660633","4777561","4897857","5020968","5146109","5272721","5400517","5529761","5661142","5795672","5934006","6076429","6222525","6371478","6522088","6673511","6825376","6977903","7131482","7286760","7444182","7603779","7765245","7928287","8092461","8257427","8423021","8589178","",
"Guam","GUM","Population, female","SP.POP.TOTL.FE.IN","27694","28587","29451","30303","31175","32076","33016","34002","35016","36061","37136","38232","39354","40510","41717","42994","44347","45760","47188","48558","49838","50996","52067","53073","54060","55066","56086","57115","58214","59454","60874","62495","64281","66146","67991","69706","71273","72699","73958","75033","75899","76553","77000","77285","77487","77656","77813","77960","78106","78259","78418","78582","78777","79018","79354","79804","80383","81071","",
"Guyana","GUY","Population, female","SP.POP.TOTL.FE.IN","285362","293675","301725","309444","316768","323625","330003","335893","341327","346386","351103","355455","359434","363182","366895","370681","374649","378706","382487","385511","387441","388207","387957","386914","385410","383708","381787","379681","377801","376655","376576","377812","380178","383002","385330","386511","386297","384922","382814","380610","378786","377478","376549","375899","375329","374704","373998","373316","372811","372686","373095","374094","375608","377474","379485","381464","383349","385182","",
"High income","HIC","Population, female","SP.POP.TOTL.FE.IN","398289275","404120504","409249105","414334413","419377086","424249929","428836215","433251317","437191570","442003508","446305564","450918060","455608114","459853014","464642783","469173271","472976957","476906124","480878906","485031543","489083838","493130416","496962747","500570299","503999234","507451149","511056228","514653632","518327518","522218886","526340871","530543010","534077397","538333610","542245757","546798400","550545551","554315944","557871221","561451192","564854852","568518372","572153493","575734304","579454237","583216766","587220806","591440667","595930455","599948612","603595266","606210432","609691801","613248082","616883542","620415336","623873396","627059114","",
"Hong Kong SAR, China","HKG","Population, female","SP.POP.TOTL.FE.IN","1494915","1538819","1604021","1658944","1699158","1745327","1762988","1811185","1854028","1888606","1940430","1989244","2035071","2099238","2168081","2204589","2220160","2234673","2256342","2366952","2421812","2478166","2522373","2571002","2607842","2646578","2689070","2724962","2755992","2792340","2808780","2839290","2869995","2926713","3001321","3070691","3221141","3260281","3300699","3346087","3389957","3429847","3460505","3469510","3512801","3544231","3582945","3629510","3666317","3688296","3728491","3765410","3817797","3842814","3879057","3921179","3954365","3992603","",
"Honduras","HND","Population, female","SP.POP.TOTL.FE.IN","1015973","1045361","1075524","1106633","1138947","1172648","1207839","1244491","1282544","1321861","1362352","1404010","1446919","1491253","1537241","1585044","1634723","1686233","1739488","1794354","1850717","1908580","1967946","2028791","2091046","2154682","2219650","2285963","2353710","2423057","2494089","2566801","2641120","2716938","2794134","2872579","2952160","3032796","3114420","3196982","3280384","3364548","3449278","3534236","3618985","3703204","3786765","3869619","3951543","4032338","4111846","4189937","4266679","4342501","4418009","4493633","4569499","4645483","",
"Heavily indebted poor countries (HIPC)","HPC","Population, female","SP.POP.TOTL.FE.IN","82036950","83971670","85978923","88062669","90227979","92478733","94816338","97240969","99753923","102356289","105048405","107831945","110706361","113667217","116708343","119825466","123022986","126304141","129663093","133092052","136589107","140154703","143802566","147561332","151468269","155553279","159819314","164267729","168923236","173814362","178956627","184373562","190049430","195911798","201860887","207828577","213785341","219762781","225829417","232085470","238604120","245409263","252481305","259798055","267320391","275020900","282895850","290959517","299222988","307702516","316409765","325347313","334510153","343893659","353490245","363293768","373302399","383515817","",
"Croatia","HRV","Population, female","SP.POP.TOTL.FE.IN","2151882","2166440","2179997","2192806","2205209","2217460","2229448","2241792","2253871","2264986","2276579","2288090","2298541","2308536","2317694","2326099","2334273","2335476","2348212","2356421","2365716","2376644","2391245","2404205","2415319","2426001","2436172","2444390","2451952","2456153","2462427","2323498","2303523","2392255","2398921","2410538","2322253","2364971","2330637","2360167","2295252","2303194","2303204","2302755","2301675","2302805","2301544","2299377","2298601","2295806","2289913","2218757","2211913","2205645","2196497","2178188","2162642","2136960","",
"Haiti","HTI","Population, female","SP.POP.TOTL.FE.IN","1968719","2007063","2046460","2086871","2128234","2170474","2213714","2257874","2302500","2346979","2390936","2434210","2477175","2520623","2565637","2613087","2663102","2715602","2770957","2829543","2891525","2957135","3026083","3097381","3169679","3241953","3313823","3385407","3456799","3528304","3600134","3672190","3744307","3816555","3889044","3961845","4035027","4108512","4182037","4255249","4327908","4399844","4471170","4542336","4613930","4686361","4759769","4833926","4908447","4982759","5056436","5129341","5201518","5272949","5343654","5413639","5482852","5551211","",
"Hungary","HUN","Population, female","SP.POP.TOTL.FE.IN","5169965","5192723","5206771","5216296","5228496","5239282","5252099","5269124","5287339","5307983","5327223","5342203","5358537","5376590","5401321","5433515","5463281","5488144","5506672","5517046","5522377","5526033","5527380","5524529","5519027","5514092","5509115","5503786","5499042","5443361","5391796","5396456","5399722","5399124","5397163","5394748","5390163","5383620","5375074","5363568","5353114","5344068","5331803","5319113","5309446","5300472","5293268","5285599","5276393","5267839","5255174","5239172","5210712","5194660","5178828","5164605","5147451","5128269","",
"IBRD only","IBD","Population, female","SP.POP.TOTL.FE.IN","951130353","961396201","977947033","1000281057","1022681537","1045688125","1070234162","1094635563","1119709904","1145833536","1172651536","1200105416","1227103528","1253958663","1280398939","1305976582","1331020317","1355534822","1380313650","1405590333","1431158807","1457502184","1485249760","1513298821","1541072686","1569205672","1598023811","1627522742","1657074650","1686220952","1714627160","1742123243","1768773488","1794954465","1820697372","1846125496","1871210283","1896317614","1920969508","1944960568","1967952562","1990444604","2012347537","2034051083","2055598133","2077119602","2098480004","2119629987","2140913754","2162534332","2184088489","2205872082","2228053426","2250402284","2272683323","2294785178","2316820178","2338641232","",
"IDA & IBRD total","IBT","Population, female","SP.POP.TOTL.FE.IN","1140805720","1155748426","1177152074","1204530878","1232181390","1260649609","1290887945","1321200561","1352359544","1384676506","1417752948","1451517133","1484907450","1518300998","1551519278","1584178003","1616632147","1648872810","1681678191","1715252011","1749366482","1784501140","1821298769","1858671453","1896059916","1934108579","1973147784","2013160080","2053492658","2093668262","2133342364","2172266232","2210568658","2248556448","2286230408","2323735328","2361059364","2398543706","2435714567","2472355338","2508251651","2543856973","2579099544","2614394860","2649823466","2685532387","2721409769","2757421937","2793886937","2830961294","2868357468","2906189673","2944491537","2983242397","3022240218","3061392648","3100799192","3140296778","",
"IDA total","IDA","Population, female","SP.POP.TOTL.FE.IN","189675367","194352225","199205041","204249821","209499853","214961484","220653783","226564998","232649640","238842970","245101412","251411717","257803922","264342335","271120339","278201421","285611830","293337988","301364541","309661678","318207675","326998956","336049009","345372632","354987230","364902907","375123973","385637338","396418008","407447310","418715204","430142989","441795170","453601983","465533036","477609832","489849081","502226092","514745059","527394770","540299089","553412369","566752007","580343777","594225333","608412785","622929765","637791950","652973183","668426962","684268979","700317591","716438111","732840113","749556895","766607470","783979014","801655546","",
"IDA blend","IDB","Population, female","SP.POP.TOTL.FE.IN","60279052","61754978","63298180","64906729","66576532","68306815","70099993","71958661","73880475","75863689","77908020","80012037","82181394","84438184","86809631","89314301","91960736","94741946","97649667","100667830","103784536","106993702","110294311","113683903","117161295","120722218","124365606","128082563","131849968","135639570","139455633","143216951","147001478","150790705","154577440","158391508","162277243","166210654","170168115","174102231","178114252","182153502","186240913","190396892","194659676","199054387","203593226","208295828","213163541","218184630","223507602","228960663","234376022","239919938","245569600","251294067","257075143","262904809","",
"Indonesia","IDN","Population, female","SP.POP.TOTL.FE.IN","44155725","45321022","46522054","47761222","49042604","50368585","51738899","53150427","54599218","56080053","57588563","59122909","60682077","62263526","63864717","65483567","67114999","68757408","70416062","72098908","73809583","75552836","77320831","79089593","80826950","82510930","84128439","85688164","87216459","88751835","90320801","91934281","93580078","95233699","96859426","98432229","99944483","101406752","102834312","104250285","105672082","107105162","108546196","109993540","111442850","112891716","114337725","115784629","117243106","118727333","120245778","121803025","123391187","124990757","126574773","128123149","129628173","131092982","",
"IDA only","IDX","Population, female","SP.POP.TOTL.FE.IN","129396315","132597247","135906861","139343092","142923321","146654669","150553790","154606337","158769165","162979281","167193392","171399680","175622528","179904151","184310708","188887120","193651094","198596042","203714874","208993848","214423139","220005254","225754698","231688729","237825935","244180689","250758367","257554775","264568040","271807740","279259571","286926038","294793692","302811278","310955596","319218324","327571838","336015438","344576944","353292539","362184837","371258867","380511094","389946885","399565657","409358398","419336539","429496122","439809642","450242332","460761377","471356928","482062089","492920175","503987295","515313403","526903871","538750737","",
"Isle of Man","IMN","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Population, female","SP.POP.TOTL.FE.IN","217551561","221800557","226216852","230789363","235501702","240345247","245312076","250415073","255691447","261191452","266949800","272982763","279276746","285799794","292504389","299356060","306336937","313455928","320736494","328214679","335911880","343831767","351949999","360225464","368602607","377038033","385516147","394036753","402590927","411173736","419781672","428400784","437026227","445675385","454374346","463139014","471971358","480855158","489765579","498668788","507537346","516357538","525125249","533833882","542479615","551056671","559563591","567989344","576308230","584488322","592508750","600355301","608038155","615591238","623063359","630489688","637879447","645221366","",
"Not classified","INX","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population, female","SP.POP.TOTL.FE.IN","1405831","1404722","1411077","1419582","1426623","1432123","1438067","1445104","1451851","1460506","1472757","1489957","1512053","1536230","1561609","1587248","1611129","1632884","1656146","1678562","1698555","1719527","1737174","1751107","1763707","1768275","1770834","1772786","1766936","1761534","1764441","1775816","1788932","1798618","1806234","1815821","1830397","1848832","1867943","1888428","1912608","1941607","1972516","2002796","2038088","2082083","2138949","2202408","2249100","2273788","2288159","2300365","2312598","2327242","2346334","2369916","2397252","2426273","",
"Iran, Islamic Rep.","IRN","Population, female","SP.POP.TOTL.FE.IN","10664289","10938989","11222583","11515439","11818054","12130908","12455403","12792075","13139692","13496371","13861537","14237018","14626229","15032415","15459591","15912215","16387609","16889330","17435170","18048179","18742842","19521345","20372251","21278578","22216279","23163639","24121624","25083103","26008972","26850234","27574577","28159557","28620089","29007645","29396359","29838860","30356668","30931804","31529902","32098397","32600982","33027142","33395107","33731820","34076678","34458280","34883854","35344702","35834024","36339464","36851011","37367821","37890619","38412198","38923852","39418735","39893266","40346603","",
